basket_id,items
3476,"cereals, eidbleherbs"
3477,koreanpork
3478,tea
3479,snacks
3480,"fruitvegetables, eidbleherbs, soysaucesandpastes"
3481,instantfoods
3482,"otherlivefish, strawberry/peach/"
3483,"ramen, otherseafoods, fruitvegetables, rootvegetables, koreanpork"
3484,icecream
3485,"snacks, lattuce, banana/importedfruits"
3486,softdrinks
3487,"mushrooms, lattuce"
3488,otherseafoods
3489,"instantfoods, kitchen/housedetergents, cookingoil, pear/kiwi/grape"
3490,"rootvegetables, pear/kiwi/grape, koreanbeef"
3491,"milk, beans"
3492,"chilledagriculturalproducts, livefish, fruitvegetables, harddrinks, mandarinorange/watermelonandotherfruits"
3493,driedfish
3494,pear/kiwi/grape
3495,tomato/plum/melon
3496,"milk, mushrooms, kitchen/housedetergents"
3497,wastepapers
3498,"eggs, koreanpork"
3499,ramen
3500,minorcereals
3501,"minorcereals, lattuce, hairproducts"
3502,"bakery, artificialpowders"
3503,"milk, softdrinks"
3504,"fermentedmilk, milk, banana/importedfruits"
3505,"fermentedmilk, milk, fruitvegetables"
3506,koreanchicken
3507,rootvegetables
3508,"softdrinks, cookingoil, banana/importedfruits"
3509,fermentedmilk
3510,minorcereals
3511,milk
3512,coffee
3513,"beans, lattuce, tomato/plum/melon"
3514,fermentedmilk
3515,eidbleherbs
3516,"fruitvegetables, apple/sweetmelon"
3517,ready-madesnacks
3518,icecream
3519,instantfoods
3520,"bread, kitchen/housedetergents, wastepapers"
3521,icecream
3522,rootvegetables
3523,cereals
3524,"fastfoods, eggs, softdrinks"
3525,"chilleddairymilks, cereals"
3526,milk
3527,milk
3528,"harddrinks, otherreadymadefoods"
3529,koreanbeef
3530,otherlivefish
3531,rootvegetables
3532,candy-gum
3533,ready-mademeals
3534,"driedfish, softdrinks, tomato/plum/melon"
3535,"fermentedmilk, beans"
3536,instantfoods
3537,koreanpork
3538,milk
3539,"frozendumpling, chilledlivestock"
3540,seasonings
3541,"milk, softdrinks"
3542,bakery
3543,otherreadymadefoods
3544,"milk, otherreadymadefoods"
3545,koreanpork
3546,"ramen, snacks, chocolete, softdrinks"
3547,kitchen/housedetergents
3548,"pre-processedmeals, ready-mademeals, ramen"
3549,koreanchicken
3550,"milk, chocolete, fruitvegetables, beans, koreanpork"
3551,"cooky/cakes, dentalproducts, hairproducts"
3552,ready-madesnacks
3553,"cooky/cakes, otherlivefish, eidbleherbs, koreanpork"
3554,softdrinks
3555,processedlivefish
3556,"icecream, harddrinks"
3557,instantfoods
3558,"cooky/cakes, coffee"
3559,cooky/cakes
3560,"milk, fruitvegetables, bottledfoods"
3561,"milk, softdrinks, importedbeef"
3562,milk
3563,"fermentedmilk, beans"
3564,"pear/kiwi/grape, tomato/plum/melon"
3565,fruitvegetables
3566,koreanpork
3567,mandarinorange/watermelonandotherfruits
3568,"ramen, softdrinks"
3569,bakery
3570,eggs
3571,"rootvegetables, koreanbeef"
3572,lattuce
3573,ramen
3574,koreanbeef
3575,"otherreadymadefoods, banana/importedfruits"
3576,beans
3577,"softdrinks, laundrydetergent"
3578,"tea, wastepapers, cookingoil"
3579,"ready-mademeals, ramen, instantfoods"
3580,fruitvegetables
3581,"fruitvegetables, softdrinks"
3582,tea
3583,"softdrinks, banana/importedfruits"
3584,bottledfoods
3585,"cooky/cakes, mushrooms, harddrinks, coffee, apple/sweetmelon"
3586,"apple/sweetmelon, fastfoods"
3587,minorcereals
3588,cheese/butter
3589,"pear/kiwi/grape, apple/sweetmelon"
3590,snacks
3591,banana/importedfruits
3592,"hairproducts, pear/kiwi/grape, koreanpork"
3593,"minorcereals, chilledseafood, ramen, fruitvegetables"
3594,mushrooms
3595,"rootvegetables, softdrinks, soysaucesandpastes"
3596,"ready-madesnacks, bakery"
3597,chilledagriculturalproducts
3598,otherreadymadefoods
3599,"chilleddairymilks, snacks, cereals, banana/importedfruits"
3600,"fermentedmilk, snacks, mushrooms, softdrinks, koreanchicken"
3601,"chilleddairymilks, soysaucesandpastes"
3602,softdrinks
3603,chilleddairymilks
3604,"hairproducts, cosmetics"
3605,cooky/cakes
3606,eidbleherbs
3607,"ready-madesidedishes, fruitvegetables, koreanchicken, importedbeef"
3608,"fruitvegetables, lattuce, hairproducts"
3609,softdrinks
3610,banana/importedfruits
3611,fermentedmilk
3612,softdrinks
3613,seasonings
3614,banana/importedfruits
3615,bakery
3616,cooky/cakes
3617,"otherlivefish, importedbeef"
3618,"fermentedmilk, cooky/cakes"
3619,"artificialpowders, ketchupandmayoneise"
3620,"eidbleherbs, pear/kiwi/grape"
3621,eggs
3622,"livefish, harddrinks, sanitaryproducts, seasonings, kitchen/housedetergents"
3623,eidbleherbs
3624,eidbleherbs
3625,fruitvegetables
3626,"dentalproducts, importedbeef"
3627,bakery
3628,banana/importedfruits
3629,harddrinks
3630,eggs
3631,"pre-processedsnacks, soysaucesandpastes"
3632,"ready-madesnacks, otherbeverages"
3633,otherlivefish
3634,fermentedmilk
3635,icecream
3636,"fermentedmilk, bread"
3637,candy-gum
3638,kitchen/housedetergents
3639,"fermentedmilk, rootvegetables"
3640,sanitaryproducts
3641,ramen
3642,cosmetics
3643,"eidbleherbs, banana/importedfruits"
3644,koreanbeef
3645,pear/kiwi/grape
3646,"softdrinks, coffee"
3647,fermentedmilk
3648,rootvegetables
3649,eidbleherbs
3650,"snacks, softdrinks"
3651,bread
3652,"chilledagriculturalproducts, candy-gum"
3653,fastfoods
3654,milk
3655,"chilledseafood, mushrooms"
3656,mushrooms
3657,milk
3658,eggs
3659,harddrinks
3660,"cooky/cakes, fruitvegetables"
3661,"ready-madesnacks, beans"
3662,"chillednoodles, beans"
3663,milk
3664,"chinesecabbages, lattuce"
3665,kitchen/housedetergents
3666,driedfish
3667,milk
3668,"othervegetables, otherreadymadefoods"
3669,softdrinks
3670,bottledfoods
3671,milk
3672,"bottledfoods, koreanbeef"
3673,koreanchicken
3674,eggs
3675,harddrinks
3676,"milk, ramen, fruitvegetables"
3677,"beans, eidbleherbs, mandarinorange/watermelonandotherfruits"
3678,otherreadymadefoods
3679,koreanchicken
3680,apple/sweetmelon
3681,mandarinorange/watermelonandotherfruits
3682,apple/sweetmelon
3683,"milk, artificialpowders"
3684,"milk, cooky/cakes, importedbeef"
3685,"fastfoods, candy-gum, rootvegetables"
3686,"softdrinks, bottledfoods, apple/sweetmelon, importedbeef"
3687,cosmetics
3688,"chilleddairymilks, fermentedmilk, ramen"
3689,softdrinks
3690,"rootvegetables, beans"
3691,"mushrooms, importedbeef"
3692,beans
3693,ramen
3694,"minorcereals, noodles"
3695,"fastfoods, chilledseafood"
3696,chilledagriculturalproducts
3697,softdrinks
3698,harddrinks
3699,softdrinks
3700,icecream
3701,kitchen/housedetergents
3702,"cooky/cakes, kitchen/housedetergents"
3703,soysaucesandpastes
3704,banana/importedfruits
3705,kitchen/housedetergents
3706,"eggs, fruitvegetables"
3707,eidbleherbs
3708,harddrinks
3709,harddrinks
3710,"frozendumpling, chilledagriculturalproducts, instantfoods, tea"
3711,rootvegetables
3712,importedbeef
3713,eidbleherbs
3714,"chilledlivestock, snacks, lattuce"
3715,banana/importedfruits
3716,"cooky/cakes, cookingoil"
3717,pear/kiwi/grape
3718,"fermentedmilk, icecream"
3719,"frozenmeat, bottledfoods"
3720,softdrinks
3721,milk
3722,harddrinks
3723,banana/importedfruits
3724,harddrinks
3725,apple/sweetmelon
3726,fermentedmilk
3727,otherlivefish
3728,fermentedmilk
3729,"otherreadymadefoods, driedfish, instantfoods, strawberry/peach/"
3730,soysaucesandpastes
3731,ready-mademeals
3732,instantfoods
3733,minorcereals
3734,eidbleherbs
3735,otherlivefish
3736,beans
3737,"chilledlivestock, processeddriedfish, lattuce, harddrinks, processeddryfoods"
3738,eggs
3739,"beans, koreanchicken"
3740,otherreadymadefoods
3741,"beans, mandarinorange/watermelonandotherfruits"
3742,noodles
3743,"chilleddairymilks, milk"
3744,"softdrinks, candy-gum"
3745,"livefish, eidbleherbs"
3746,rootvegetables
3747,processeddriedfish
3748,soysaucesandpastes
3749,"ramen, eidbleherbs, softdrinks, wastepapers, koreanpork"
3750,"othervegetables, eidbleherbs, banana/importedfruits, apple/sweetmelon"
3751,"bakery, ketchupandmayoneise"
3752,milk
3753,"mandarinorange/watermelonandotherfruits, rootvegetables, mandarinorange/watermelonandotherfruits"
3754,"milk, livefish, fruitvegetables, eidbleherbs, soysaucesandpastes"
3755,"eidbleherbs, banana/importedfruits, apple/sweetmelon"
3756,mandarinorange/watermelonandotherfruits
3757,apple/sweetmelon
3758,tomato/plum/melon
3759,"otherlivefish, rootvegetables"
3760,"otherlivefish, otherbeverages, instantfoods"
3761,bottledfoods
3762,"ramen, snacks, beans"
3763,"cereals, livefish, kitchen/housedetergents, apple/sweetmelon"
3764,icecream
3765,banana/importedfruits
3766,"dentalproducts, soysaucesandpastes"
3767,ramen
3768,eidbleherbs
3769,"candy-gum, mushrooms"
3770,snacks
3771,ketchupandmayoneise
3772,"milk, icecream, otherseafoods, rootvegetables, beans, lattuce"
3773,cooky/cakes
3774,"mushrooms, importedbeef"
3775,eidbleherbs
3776,"minorcereals, milk, softdrinks"
3777,"fruitvegetables, softdrinks"
3778,chilledlivestock
3779,rootvegetables
3780,milk
3781,koreanbeef
3782,fermentedmilk
3783,koreanpork
3784,chilledagriculturalproducts
3785,instantfoods
3786,cooky/cakes
3787,soysaucesandpastes
3788,"ramen, softdrinks, koreanchicken"
3789,"fermentedmilk, othervegetables, chinesecabbages"
3790,chilleddairymilks
3791,frozenmeat
3792,"icecream, ramen, snacks"
3793,harddrinks
3794,harddrinks
3795,softdrinks
3796,softdrinks
3797,"fruitvegetables, beans, instantfoods"
3798,rootvegetables
3799,ramen
3800,koreanpork
3801,"eidbleherbs, seasonings, koreanpork"
3802,"ramen, cooky/cakes, koreanpork"
3803,softdrinks
3804,apple/sweetmelon
3805,milk
3806,"ramen, eggs, chinesecabbages"
3807,otherseafoods
3808,"milk, fruitvegetables, koreanpork"
3809,fruitvegetables
3810,"otherreadymadefoods, pre-processedmeals, cooky/cakes, eggs, fruitvegetables, rootvegetables, beans, eidbleherbs, banana/importedfruits"
3811,"otherlivefish, apple/sweetmelon"
3812,"fermentedmilk, eidbleherbs"
3813,"mandarinorange/watermelonandotherfruits, koreanpork"
3814,"laundrydetergent, koreanconfectionary"
3815,bottledfoods
3816,"fermentedmilk, pre-processedmeals"
3817,ramen
3818,"fermentedmilk, bottledfoods"
3819,fermentedmilk
3820,"milk, snacks, otherbeverages, harddrinks, snacks, softdrinks, ketchupandmayoneise"
3821,milk
3822,"fruitvegetables, othervegetables"
3823,milk
3824,"banana/importedfruits, apple/sweetmelon"
3825,"chinesecabbages, rootvegetables, otherbeverages, harddrinks, cosmetics, seasonings"
3826,"snacks, eggs, softdrinks"
3827,"fruitvegetables, pear/kiwi/grape"
3828,"frozenmeat, chilledlivestock, fruitvegetables"
3829,"pear/kiwi/grape, apple/sweetmelon"
3830,bakery
3831,snacks
3832,ramen
3833,ready-mademeals
3834,otherreadymadefoods
3835,"laundrydetergent, seasonings"
3836,"bottledfoods, dentalproducts"
3837,"milk, chilledseafood, snacks, harddrinks, koreanpork"
3838,"chilleddairymilks, milk, snacks, beans, bottledfoods, hairproducts"
3839,"rootvegetables, mushrooms"
3840,"cereals, softdrinks"
3841,rootvegetables
3842,kitchen/housedetergents
3843,harddrinks
3844,"candy-gum, mushrooms, eidbleherbs"
3845,soysaucesandpastes
3846,"otherreadymadefoods, icecream"
3847,rootvegetables
3848,softdrinks
3849,"tomato/plum/melon, otherseafoods, koreanpork, koreanbeef"
3850,"icecream, rootvegetables, beans, mushrooms"
3851,chilleddairymilks
3852,koreanbeef
3853,"ramen, softdrinks, strawberry/peach/"
3854,"mushrooms, sanitaryproducts"
3855,"ramen, harddrinks"
3856,processeddryfoods
3857,icecream
3858,cooky/cakes
3859,chilledagriculturalproducts
3860,softdrinks
3861,"ketchupandmayoneise, laundrydetergent, frozenmeat"
3862,livefish
3863,banana/importedfruits
3864,"milk, cooky/cakes, othervegetables"
3865,"mushrooms, eidbleherbs"
3866,"ramen, beans, mushrooms, dentalproducts"
3867,banana/importedfruits
3868,ready-madesidedishes
3869,fruitvegetables
3870,softdrinks
3871,otherreadymadefoods
3872,"milk, frozendumpling"
3873,"snacks, candy-gum, rootvegetables"
3874,cooky/cakes
3875,tea
3876,chilledagriculturalproducts
3877,"chilledseafood, eidbleherbs"
3878,"fermentedmilk, chinesecabbages"
3879,harddrinks
3880,"eggs, harddrinks"
3881,fermentedmilk
3882,"otherreadymadefoods, snacks, koreanpork"
3883,seasonings
3884,fermentedmilk
3885,"fermentedmilk, softdrinks"
3886,snacks
3887,harddrinks
3888,tomato/plum/melon
3889,"fruitvegetables, rootvegetables, koreanbeef"
3890,fruitvegetables
3891,"pre-processedsidedishes, soysaucesandpastes"
3892,beans
3893,softdrinks
3894,livefish
3895,"otherlivefish, beans, mushrooms, hairproducts"
3896,cooky/cakes
3897,"cheese/butter, fastfoods, chilledlivestock"
3898,artificialpowders
3899,"otherbeverages, harddrinks"
3900,laundrydetergent
3901,dentalproducts
3902,"snacks, beans"
3903,instantfoods
3904,lattuce
3905,beans
3906,"coffee, fermentedmilk"
3907,"frozendumpling, beans, sweeteners"
3908,chocolete
3909,banana/importedfruits
3910,"livefish, beans"
3911,"cheese/butter, beans"
3912,"fermentedmilk, mushrooms"
3913,"rootvegetables, banana/importedfruits"
3914,"eggs, fruitvegetables"
3915,"icecream, cosmetics"
3916,soysaucesandpastes
3917,"chilledagriculturalproducts, rootvegetables, mushrooms"
3918,milk
3919,ketchupandmayoneise
3920,"milk, ramen, lattuce"
3921,soysaucesandpastes
3922,"minorcereals, fruitvegetables"
3923,"milk, mandarinorange/watermelonandotherfruits"
3924,"ready-mademeals, seasonings"
3925,fermentedmilk
3926,"cheese/butter, beans, lattuce"
3927,icecream
3928,"otherseafoods, othervegetables, babyproducts"
3929,mushrooms
3930,sweeteners
3931,"mushrooms, coffee"
3932,fermentedmilk
3933,beans
3934,"icecream, eggs, cosmetics"
3935,"minorcereals, tomato/plum/melon"
3936,fruitvegetables
3937,"milk, bread"
3938,softdrinks
3939,"rootvegetables, lattuce, soysaucesandpastes"
3940,"fermentedmilk, softdrinks"
3941,"fermentedmilk, lattuce, eidbleherbs, mandarinorange/watermelonandotherfruits"
3942,"ready-madesidedishes, otherlivefish"
3943,mushrooms
3944,milk
3945,"rootvegetables, banana/importedfruits"
3946,fermentedmilk
3947,"chilledlivestock, wildvegetables, koreanbeef"
3948,coffee
3949,harddrinks
3950,pre-processedmeals
3951,"softdrinks, wastepapers"
3952,ready-madesnacks
3953,koreanpork
3954,"otherreadymadefoods, snacks, banana/importedfruits"
3955,beans
3956,instantfoods
3957,fermentedmilk
3958,"koreanconfectionary, beans, mushrooms, koreanpork"
3959,harddrinks
3960,"ramen, cooky/cakes, rootvegetables, harddrinks"
3961,cereals
3962,"othervegetables, chinesecabbages, mushrooms"
3963,"beans, harddrinks"
3964,cooky/cakes
3965,"cooky/cakes, harddrinks"
3966,softdrinks
3967,"eggs, mushrooms"
3968,milk
3969,wastepapers
3970,sweeteners
3971,icecream
3972,"fruitvegetables, soysaucesandpastes"
3973,cosmetics
3974,"frozenmeat, fruitvegetables, beans, mushrooms"
3975,"milk, bakery"
3976,"beans, softdrinks, ready-mademeals, bottledfoods, koreanchicken"
3977,otherlivefish
3978,"milk, rootvegetables"
3979,koreanbeef
3980,milk
3981,harddrinks
3982,milk
3983,kitchen/housedetergents
3984,"cheese/butter, fruitvegetables, othervegetables, beans"
3985,milk
3986,"chocolete, softdrinks"
3987,"beans, strawberry/peach/"
3988,beans
3989,driedfish
3990,bottledfoods
3991,"beans, bottledfoods"
3992,"fermentedmilk, chilledseafood, ramen"
3993,wastepapers
3994,fermentedmilk
3995,softdrinks
3996,"mandarinorange/watermelonandotherfruits, banana/importedfruits"
3997,koreanpork
3998,otherreadymadefoods
3999,ketchupandmayoneise
4000,soysaucesandpastes
4001,kitchen/housedetergents
4002,beans
4003,"chilledagriculturalproducts, fruitvegetables, rootvegetables, eidbleherbs"
4004,"otherseafoods, othervegetables"
4005,cooky/cakes
4006,"fermentedmilk, livefish"
4007,"fermentedmilk, kitchen/housedetergents, wastepapers, banana/importedfruits"
4008,"fermentedmilk, milk, candy-gum, ketchupandmayoneise"
4009,"cooky/cakes, pear/kiwi/grape, cooky/cakes"
4010,"fermentedmilk, fruitvegetables, beans, mushrooms, eidbleherbs"
4011,"ramen, snacks, seasonings"
4012,milk
4013,rootvegetables
4014,"milk, mushrooms"
4015,eggs
4016,dentalproducts
4017,milk
4018,"ramen, ketchupandmayoneise"
4019,fruitvegetables
4020,"softdrinks, bottledfoods, instantfoods, tomato/plum/melon"
4021,"eggs, othervegetables, apple/sweetmelon"
4022,"chilleddairymilks, fermentedmilk, cheese/butter, beans, bottledfoods"
4023,"chilledagriculturalproducts, eggs"
4024,fermentedmilk
4025,chillednoodles
4026,mandarinorange/watermelonandotherfruits
4027,"livefish, beans"
4028,icecream
4029,fermentedmilk
4030,soysaucesandpastes
4031,"otherlivefish, dentalproducts"
4032,otherlivefish
4033,"mushrooms, softdrinks, hairproducts, chillednoodles, hairproducts, softdrinks, hairproducts, livefish, mushrooms"
4034,noodles
4035,eggs
4036,artificialpowders
4037,"milk, frozendumpling"
4038,koreanchicken
4039,"milk, bakery, snacks"
4040,"fermentedmilk, koreanbeef"
4041,cosmetics
4042,mandarinorange/watermelonandotherfruits
4043,softdrinks
4044,"milk, ramen"
4045,soysaucesandpastes
4046,candy-gum
4047,mushrooms
4048,bread
4049,"milk, cheese/butter, mandarinorange/watermelonandotherfruits"
4050,"snacks, fruitvegetables, beans"
4051,fruitvegetables
4052,fruitvegetables
4053,"fruitvegetables, rootvegetables"
4054,"fermentedmilk, otherreadymadefoods, ramen, beans"
4055,milk
4056,candy-gum
4057,"fruitvegetables, beans, banana/importedfruits, tomato/plum/melon"
4058,"chocolete, koreanpork"
4059,eggs
4060,softdrinks
4061,fruitvegetables
4062,softdrinks
4063,milk
4064,harddrinks
4065,"noodles, otherseafoods, koreanpork"
4066,milk
4067,importedbeef
4068,cooky/cakes
4069,"snacks, kitchen/housedetergents"
4070,"lattuce, wastepapers"
4071,snacks
4072,"pre-processedmeals, snacks"
4073,chilledlivestock
4074,"eggs, rootvegetables, eidbleherbs, apple/sweetmelon, lattuce"
4075,dentalproducts
4076,harddrinks
4077,coffee
4078,chillednoodles
4079,"milk, fruitvegetables"
4080,koreanpork
4081,processeddryfoods
4082,"milk, rootvegetables, othervegetables, banana/importedfruits"
4083,"chilledseafood, beans"
4084,tomato/plum/melon
4085,"driedfish, softdrinks"
4086,"otherreadymadefoods, fruitvegetables, koreanbeef"
4087,wildvegetables
4088,"chilledagriculturalproducts, candy-gum, processeddriedfish, sanitaryproducts"
4089,"minorcereals, eggs, softdrinks, koreanpork"
4090,koreanpork
4091,fermentedmilk
4092,apple/sweetmelon
4093,"fermentedmilk, milk, frozendumpling, ramen, kitchen/housedetergents"
4094,chinesecabbages
4095,"milk, lattuce"
4096,wastepapers
4097,otherlivefish
4098,"driedfish, otherlivefish, eggs, beans"
4099,"mushrooms, eidbleherbs"
4100,koreanchicken
4101,"rootvegetables, eidbleherbs, softdrinks, hairproducts"
4102,snacks
4103,"fruitvegetables, beans, strawberry/peach/, koreanpork"
4104,"chilledagriculturalproducts, chillednoodles"
4105,bottledfoods
4106,"milk, cooky/cakes, otherlivefish, tomato/plum/melon"
4107,chillednoodles
4108,chilledseafood
4109,"chocolete, tomato/plum/melon"
4110,"icecream, koreanbeef"
4111,eidbleherbs
4112,fruitvegetables
4113,minorcereals
4114,rootvegetables
4115,"fermentedmilk, mandarinorange/watermelonandotherfruits"
4116,harddrinks
4117,cooky/cakes
4118,bottledfoods
4119,mushrooms
4120,banana/importedfruits
4121,beans
4122,banana/importedfruits
4123,koreanpork
4124,"bakery, ready-madesnacks"
4125,seasonings
4126,"noodles, processedlivefish"
4127,harddrinks
4128,"fermentedmilk, koreanchicken"
4129,"ramen, instantfoods"
4130,"cooky/cakes, soysaucesandpastes, mandarinorange/watermelonandotherfruits"
4131,snacks
4132,"driedfish, fruitvegetables"
4133,apple/sweetmelon
4134,harddrinks
4135,harddrinks
4136,bread
4137,"tomato/plum/melon, icecream, babyproducts"
4138,"beans, bottledfoods"
4139,pear/kiwi/grape
4140,"fermentedmilk, otherreadymadefoods"
4141,fruitvegetables
4142,"fermentedmilk, candy-gum"
4143,harddrinks
4144,wastepapers
4145,softdrinks
4146,sweeteners
4147,koreanpork
4148,livefish
4149,ready-madesnacks
4150,cooky/cakes
4151,icecream
4152,softdrinks
4153,milk
4154,"chilledagriculturalproducts, dentalproducts"
4155,"cooky/cakes, fruitvegetables, apple/sweetmelon"
4156,pear/kiwi/grape
4157,snacks
4158,"noodles, driedfish"
4159,banana/importedfruits
4160,milk
4161,"fruitvegetables, softdrinks"
4162,koreanchicken
4163,softdrinks
4164,"fruitvegetables, rootvegetables, softdrinks"
4165,chillednoodles
4166,"livefish, soysaucesandpastes"
4167,"fermentedmilk, ketchupandmayoneise"
4168,"cheese/butter, mushrooms"
4169,"eidbleherbs, instantfoods"
4170,dentalproducts
4171,"beans, mushrooms"
4172,wastepapers
4173,softdrinks
4174,koreanchicken
4175,eidbleherbs
4176,chilledseafood
4177,beans
4178,"frozendumpling, fruitvegetables, beans, dentalproducts"
4179,"candy-gum, instantfoods"
4180,"milk, ramen, artificialpowders"
4181,"rootvegetables, chinesecabbages, softdrinks, seasonings"
4182,"candy-gum, otherlivefish, harddrinks"
4183,"fermentedmilk, milk"
4184,snacks
4185,ramen
4186,milk
4187,"bottledfoods, cosmetics, banana/importedfruits, tomato/plum/melon"
4188,"beans, coffee"
4189,"fruitvegetables, importedbeef"
4190,bottledfoods
4191,"milk, ramen, softdrinks"
4192,"wastepapers, rootvegetables, eidbleherbs, rootvegetables, eidbleherbs, softdrinks"
4193,banana/importedfruits
4194,banana/importedfruits
4195,dentalproducts
4196,"eggs, fruitvegetables, eidbleherbs"
4197,"milk, livefish, rootvegetables"
4198,harddrinks
4199,rootvegetables
4200,otherreadymadefoods
4201,eggs
4202,"otherreadymadefoods, koreanbeef"
4203,chillednoodles
4204,eidbleherbs
4205,icecream
4206,"snacks, coffee"
4207,eggs
4208,icecream
4209,snacks
4210,"ramen, mushrooms, apple/sweetmelon, seasonedmeat"
4211,rootvegetables
4212,"otherreadymadefoods, chinesecabbages"
4213,eggs
4214,minorcereals
4215,sweeteners
4216,apple/sweetmelon
4217,"snacks, mushrooms, softdrinks"
4218,ramen
4219,fermentedmilk
4220,apple/sweetmelon
4221,"chilledagriculturalproducts, driedfish"
4222,otherreadymadefoods
4223,icecream
4224,dryfruits
4225,instantfoods
4226,"chilleddairymilks, chilledagriculturalproducts, chilledseafood"
4227,"lattuce, soysaucesandpastes"
4228,bakery
4229,"beans, eidbleherbs, banana/importedfruits, importedbeef"
4230,rootvegetables
4231,koreanbeef
4232,"snacks, cooky/cakes"
4233,ramen
4234,"harddrinks, instantfoods"
4235,koreanbeef
4236,"maincereals, eidbleherbs"
4237,"cooky/cakes, softdrinks"
4238,icecream
4239,"bakery, noodles, fruitvegetables"
4240,"milk, otherlivefish, fruitvegetables, eidbleherbs"
4241,dryfruits
4242,otherlivefish
4243,importedbeef
4244,"icecream, bottledfoods, koreanchicken"
4245,"chinesecabbages, banana/importedfruits"
4246,harddrinks
4247,icecream
4248,"eidbleherbs, koreanpork"
4249,bread
4250,eggs
4251,beans
4252,"driedfish, mushrooms, mandarinorange/watermelonandotherfruits"
4253,otherlivefish
4254,"chilledagriculturalproducts, harddrinks"
4255,"otherseafoods, wildvegetables"
4256,sweeteners
4257,cooky/cakes
4258,eggs
4259,"cereals, otherlivefish, fruitvegetables, seasonedmeat"
4260,artificialpowders
4261,mushrooms
4262,"milk, softdrinks, laundrydetergent, soysaucesandpastes"
4263,"softdrinks, kitchen/housedetergents, wastepapers"
4264,icecream
4265,milk
4266,"icecream, cooky/cakes"
4267,"milk, driedfish, eggs, beans, apple/sweetmelon"
4268,othervegetables
4269,fermentedmilk
4270,softdrinks
4271,"icecream, harddrinks"
4272,"lattuce, instantfoods"
4273,"chilledseafood, chilledlivestock, ramen"
4274,importedbeef
4275,laundrydetergent
4276,"snacks, cooky/cakes"
4277,banana/importedfruits
4278,importedbeef
4279,livefish
4280,snacks
4281,"otherreadymadefoods, candy-gum, cooky/cakes, beans"
4282,harddrinks
4283,"cooky/cakes, cereals, instantfoods, processedlivefish, eggs, laundrydetergent, ketchupandmayoneise"
4284,importedbeef
4285,"chilledlivestock, fruitvegetables, mushrooms, koreanpork"
4286,"candy-gum, cooky/cakes"
4287,"otherreadymadefoods, fruitvegetables"
4288,"dentalproducts, soysaucesandpastes"
4289,"icecream, chillednoodles, otherreadymadefoods, fruitvegetables, koreanbeef"
4290,livefish
4291,softdrinks
4292,livefish
4293,"chilleddairymilks, softdrinks"
4294,"milk, driedfish, beans, lattuce, koreanbeef"
4295,cooky/cakes
4296,"cheese/butter, otherseafoods, instantfoods"
4297,chilledseafood
4298,eggs
4299,"snacks, cooky/cakes"
4300,snacks
4301,tea
4302,"fermentedmilk, wildvegetables"
4303,"wastepapers, cereals, sweeteners, ketchupandmayoneise"
4304,processedlivefish
4305,coffee
4306,"chilleddairymilks, ketchupandmayoneise"
4307,"chilledlivestock, bakery, snacks"
4308,ready-madesnacks
4309,harddrinks
4310,cooky/cakes
4311,livefish
4312,"chilleddairymilks, snacks"
4313,fermentedmilk
4314,cooky/cakes
4315,chilledagriculturalproducts
4316,"snacks, eidbleherbs, softdrinks"
4317,"wildvegetables, beans, wastepapers"
4318,pre-processedmeals
4319,koreanchicken
4320,"minorcereals, chillednoodles, noodles, laundrydetergent, banana/importedfruits"
4321,"chilledlivestock, koreanpork"
4322,mushrooms
4323,koreanpork
4324,"fermentedmilk, softdrinks, bottledfoods"
4325,"otherlivefish, rootvegetables"
4326,harddrinks
4327,"icecream, snacks, harddrinks"
4328,powderedmilk
4329,othervegetables
4330,beans
4331,bottledfoods
4332,eidbleherbs
4333,cooky/cakes
4334,"softdrinks, instantfoods, kitchen/housedetergents"
4335,instantfoods
4336,"tomato/plum/melon, koreanbeef"
4337,wastepapers
4338,"fermentedmilk, cooky/cakes, instantfoods"
4339,snacks
4340,snacks
4341,"cooky/cakes, wastepapers"
4342,tomato/plum/melon
4343,rootvegetables
4344,beans
4345,"ready-madesnacks, pre-processedsnacks"
4346,"otherlivefish, beans, eidbleherbs, mandarinorange/watermelonandotherfruits"
4347,"milk, kitchen/housedetergents"
4348,bottledfoods
4349,"snacks, eidbleherbs, harddrinks, banana/importedfruits"
4350,wastepapers
4351,softdrinks
4352,harddrinks
4353,chilleddairymilks
4354,bakery
4355,noodles
4356,otherlivefish
4357,softdrinks
4358,"rootvegetables, hairproducts"
4359,"minorcereals, rootvegetables"
4360,"dentalproducts, seasonings, dentalproducts"
4361,"milk, candy-gum"
4362,chilleddairymilks
4363,"cooky/cakes, fruitvegetables, koreanbeef"
4364,processeddriedfish
4365,"fermentedmilk, fastfoods"
4366,fruitvegetables
4367,banana/importedfruits
4368,kitchen/housedetergents
4369,"softdrinks, pear/kiwi/grape"
4370,bottledfoods
4371,"mushrooms, harddrinks, ketchupandmayoneise, tomato/plum/melon, koreanpork, eidbleherbs, hairproducts, ready-madesidedishes, fruitvegetables"
4372,"processeddriedfish, eggs, harddrinks, laundrydetergent, kitchen/housedetergents, koreanpork"
4373,instantfoods
4374,apple/sweetmelon
4375,"fruitvegetables, beans, tomato/plum/melon, milk, processedlivefish, eidbleherbs"
4376,"fruitvegetables, otherbeverages, harddrinks, laundrydetergent"
